level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	10	1	4	20	1529	295	37	15	94.257538	001
5	1	10	1	4	21	1602	295	40	15	90.165268	002
4	1	10	1	5	0	16	321	1626	15	-1	
5	1	10	1	5	1	16	321	59	15	96.459160	Lower
5	1	10	1	5	2	131	321	51	15	92.653389	16.00
5	1	10	1	5	3	215	321	40	15	74.743889	0.00
5	1	10	1	5	4	288	321	40	15	93.690994	000
5	1	10	1	5	5	361	321	40	15	94.620575	0.00
5	1	10	1	5	6	434	321	40	15	95.143631	0.00
5	1	10	1	5	7	507	321	40	15	93.008224	0.00
5	1	10	1	5	8	580	321	40	15	96.014290	000
5	1	10	1	5	9	653	321	40	15	70.348801	000
5	1	10	1	5	10	726	321	40	15	57.835384	0.00
5	1	10	1	5	11	799	321	37	15	91.597305	001
5	1	10	1	5	12	872	321	37	15	95.950981	001
5	1	10	1	5	13	945	321	40	15	95.220650	002
5	1	10	1	5	14	1018	321	37	15	94.276337	001
5	1	10	1	5	15	1091	321	40	15	96.517250	002
5	1	10	1	5	16	1164	321	40	15	96.201347	002
5	1	10	1	5	17	1237	321	40	15	94.678146	002
5	1	10	1	5	18	1310	321	40	15	95.417679	003
5	1	10	1	5	19	1383	321	40	15	95.996094	004
5	1	10	1	5	20	1456	321	40	15	95.605942	003
5	1	10	1	5	21	1529	321	40	15	94.354843	004
5	1	10	1	5	22	1602	321	40	15	92.908226	003
4	1	10	1	6	0	16	347	1626	15	-1	
5	1	10	1	6	1	16	347	91	15	41.372139	Bound
5	1	10	1	6	2	89	343	25	29	41.372139	of
5	1	10	1	6	3	131	347	51	15	85.082825	14.00
5	1	10	1	6	4	215	347	40	15	93.793030	0.00
5	1	10	1	6	5	288	347	40	15	94.343750	0.00
5	1	10	1	6	6	361	347	40	15	94.438293	000
5	1	10	1	6	7	434	347	40	15	94.225731	000
5	1	10	1	6	8	507	347	40	15	86.436630	000
5	1	10	1	6	9	580	347	40	15	83.852562	0.00
5	1	10	1	6	10	653	347	40	15	65.447922	0.00
5	1	10	1	6	11	726	347	37	15	95.094620	001
5	1	10	1	6	12	799	347	37	15	93.810112	001
5	1	10	1	6	13	872	347	40	15	95.763680	002
5	1	10	1	6	14	945	347	40	15	96.024658	003
5	1	10	1	6	15	1018	347	40	15	94.742996	004
5	1	10	1	6	16	1091	347	40	15	94.742996	004
5	1	10	1	6	17	1164	347	40	15	95.199753	003
5	1	10	1	6	18	1237	347	40	15	95.474197	005
5	1	10	1	6	19	1310	347	40	15	96.580246	005
5	1	10	1	6	20	1383	347	40	15	95.837204	006
5	1	10	1	6	21	1456	347	40	15	95.715561	007
5	1	10	1	6	22	1529	347	40	15	95.870522	007
5	1	10	1	6	23	1602	347	40	15	95.468742	008
4	1	10	1	7	0	15	369	1627	29	-1	
5	1	10	1	7	1	15	369	46	29	87.049553	T-bill
5	1	10	1	7	2	131	373	51	15	95.111824	13.00
5	1	10	1	7	3	215	373	40	15	70.505470	000
5	1	10	1	7	4	288	373	40	15	95.178032	000
5	1	10	1	7	5	361	373	40	15	95.203079	0.00
5	1	10	1	7	6	434	373	40	15	92.592873	0.00
5	1	10	1	7	7	507	373	40	15	75.293350	000
5	1	10	1	7	8	580	373	37	15	93.484222	001
5	1	10	1	7	9	653	373	37	15	89.769989	001
5	1	10	1	7	10	726	373	40	15	95.734673	002
5	1	10	1	7	11	799	373	40	15	96.328369	003
5	1	10	1	7	12	872	373	40	15	95.902290	005
5	1	10	1	7	13	945	373	40	15	95.060738	004
5	1	10	1	7	14	1018	373	40	15	95.043312	007
5	1	10	1	7	15	1091	373	40	15	93.189468	010
5	1	10	1	7	16	1164	373	40	15	92.249962	008
5	1	10	1	7	17	1237	373	37	15	94.864326	011
5	1	10	1	7	18	1310	373	40	15	94.864326	010
5	1	10	1	7	19	1383	373	40	15	90.710777	013
5	1	10	1	7	20	1456	373	40	15	94.113701	013
5	1	10	1	7	21	1529	373	40	15	63.057636	015
5	1	10	1	7	22	1602	373	40	15	91.441086	0.14
4	1	10	1	8	0	16	395	1626	29	-1	
5	1	10	1	8	1	16	395	52	29	96.691406	Level
5	1	10	1	8	2	131	399	51	15	93.847740	12.00
5	1	10	1	8	3	215	399	40	15	90.109406	000
5	1	10	1	8	4	288	399	40	15	95.683556	000
5	1	10	1	8	5	361	399	40	15	77.536636	000
5	1	10	1	8	6	434	399	40	15	91.952927	0.00
5	1	10	1	8	7	507	399	37	15	79.885902	001
5	1	10	1	8	8	580	399	40	15	94.754715	002
5	1	10	1	8	9	653	399	40	15	92.047295	003
5	1	10	1	8	10	726	399	40	15	94.688782	005
5	1	10	1	8	11	799	399	40	15	95.719635	008
5	1	10	1	8	12	872	399	40	15	95.634949	009
5	1	10	1	8	13	945	399	40	15	95.151688	013
5	1	10	1	8	14	1018	399	40	15	88.497032	017
5	1	10	1	8	15	1091	399	40	15	90.979233	016
5	1	10	1	8	16	1164	399	40	15	85.154648	018
5	1	10	1	8	17	1237	399	40	15	95.266968	025
5	1	10	1	8	18	1310	399	40	15	95.266968	023
5	1	10	1	8	19	1383	399	40	15	95.508362	024
5	1	10	1	8	20	1456	399	40	15	95.100700	025
5	1	10	1	8	21	1529	399	40	15	92.132614	028
5	1	10	1	8	22	1602	399	40	15	90.366058	028
4	1	10	1	9	0	15	425	1627	19	-1	
5	1	10	1	9	1	15	425	90	19	93.195969	(Percent)
5	1	10	1	9	2	131	425	51	15	95.716309	11.00
5	1	10	1	9	3	215	425	40	15	88.399101	0.00
5	1	10	1	9	4	288	425	40	15	93.323608	000
5	1	10	1	9	5	361	425	40	15	94.101967	0.00
5	1	10	1	9	6	434	425	37	15	95.154762	0.01
5	1	10	1	9	7	507	425	40	15	88.912041	002
5	1	10	1	9	8	580	425	40	15	95.384109	004
5	1	10	1	9	9	653	425	40	15	91.022102	008
5	1	10	1	9	10	726	425	40	15	93.808502	008
5	1	10	1	9	11	799	425	40	15	93.953468	014
5	1	10	1	9	12	872	425	40	15	91.789413	019
5	1	10	1	9	13	945	425	40	15	95.910652	023
5	1	10	1	9	14	1018	425	40	15	95.910652	028
5	1	10	1	9	15	1091	425	40	15	94.123032	035
5	1	10	1	9	16	1164	425	40	15	95.380348	036
5	1	10	1	9	17	1237	425	40	15	96.007683	036
5	1	10	1	9	18	1310	425	40	15	94.117004	044
5	1	10	1	9	19	1383	425	40	15	93.070381	044
5	1	10	1	9	20	1456	425	40	15	93.978058	044
5	1	10	1	9	21	1529	425	40	15	93.440643	048
5	1	10	1	9	22	1602	425	40	15	90.145432	046
4	1	10	1	10	0	131	451	1511	15	-1	
5	1	10	1	10	1	131	451	51	15	95.160492	10.00
5	1	10	1	10	2	215	451	40	15	74.215218	000
5	1	10	1	10	3	288	451	40	15	84.497421	000
5	1	10	1	10	4	361	451	40	15	86.225082	000
5	1	10	1	10	5	434	451	40	15	79.609116	002
5	1	10	1	10	6	507	451	40	15	94.615067	004
5	1	10	1	10	7	580	451	37	15	94.330238	011
5	1	10	1	10	8	653	451	40	15	92.741066	015
5	1	10	1	10	9	726	451	40	15	89.323044	016
5	1	10	1	10	10	799	451	40	15	92.744789	027
5	1	10	1	10	11	872	451	37	15	93.416069	031
5	1	10	1	10	12	945	451	40	15	93.416069	038
5	1	10	1	10	13	1018	451	40	15	93.308632	044
5	1	10	1	10	14	1091	451	40	15	93.191849	050
5	1	10	1	10	15	1164	451	40	15	94.475998	056
5	1	10	1	10	16	1237	451	40	15	95.247955	059
5	1	10	1	10	17	1310	451	40	15	86.563042	063
5	1	10	1	10	18	1383	451	40	15	94.408180	072
5	1	10	1	10	19	1456	451	40	15	93.630165	075
5	1	10	1	10	20	1529	451	37	15	95.442848	081
5	1	10	1	10	21	1602	451	40	15	93.049797	077
4	1	10	1	11	0	142	477	1500	15	-1	
5	1	10	1	11	1	142	477	40	15	93.797951	9.00
5	1	10	1	11	2	215	477	40	15	81.560379	000
5	1	10	1	11	3	288	477	37	15	92.160400	001
5	1	10	1	11	4	361	477	40	15	92.322937	002
5	1	10	1	11	5	434	477	40	15	95.862694	005
5	1	10	1	11	6	507	477	40	15	96.139061	013
5	1	10	1	11	7	580	477	37	15	94.881790	021
5	1	10	1	11	8	653	477	37	15	94.118835	031
5	1	10	1	11	9	726	477	40	15	94.118835	040
5	1	10	1	11	10	799	477	40	15	95.186409	045
5	1	10	1	11	11	872	477	40	15	93.903038	056
5	1	10	1	11	12	945	477	40	15	93.552414	067
5	1	10	1	11	13	1018	477	40	15	95.781464	078
5	1	10	1	11	14	1091	477	40	15	71.204262	08
5	1	10	1	11	15	1164	477	40	15	92.386421	094
5	1	10	1	11	16	1237	477	37	15	94.688934	091
5	1	10	1	11	17	1310	477	40	15	96.060791	099
5	1	10	1	11	18	1384	477	39	15	95.916504	1.02
5	1	10	1	11	19	1457	477	39	15	85.014191	109
5	1	10	1	11	20	1530	477	39	15	94.883820	116
5	1	10	1	11	21	1603	477	39	15	81.237762	1.22
4	1	10	1	12	0	142	503	1500	15	-1	
5	1	10	1	12	1	142	503	40	15	92.592468	800
5	1	10	1	12	2	215	503	40	15	88.551979	000
5	1	10	1	12	3	288	503	40	15	93.999046	003
5	1	10	1	12	4	361	503	40	15	92.841873	007
5	1	10	1	12	5	434	503	37	15	92.911293	011
5	1	10	1	12	6	507	503	40	15	95.667526	029
5	1	10	1	12	7	580	503	40	15	95.143005	040
5	1	10	1	12	8	653	503	40	15	95.863518	054
5	1	10	1	12	9	726	503	40	15	95.031639	070
5	1	10	1	12	10	799	503	40	15	94.727409	078
5	1	10	1	12	11	872	503	40	15	93.373032	095
5	1	10	1	12	12	946	503	39	15	85.429466	116
5	1	10	1	12	13	1019	503	39	15	79.622955	117
5	1	10	1	12	14	1092	503	39	15	95.182938	132
5	1	10	1	12	15	1165	503	39	15	91.988312	139
5	1	10	1	12	16	1238	503	39	15	95.761864	138
5	1	10	1	12	17	1311	503	39	15	95.022339	150
5	1	10	1	12	18	1384	503	36	15	86.815048	1.41
5	1	10	1	12	19	1457	503	36	15	94.200729	161
5	1	10	1	12	20	1530	503	39	15	95.047462	165
5	1	10	1	12	21	1603	503	39	15	80.422928	175
4	1	10	1	13	0	142	529	1500	15	-1	
5	1	10	1	13	1	142	529	40	15	95.813271	700
5	1	10	1	13	2	215	529	40	15	94.827919	000
5	1	10	1	13	3	288	529	40	15	93.589539	023
5	1	10	1	13	4	361	529	40	15	94.162743	025
5	1	10	1	13	5	434	529	40	15	95.458878	038
5	1	10	1	13	6	507	529	40	15	90.732300	068
5	1	10	1	13	7	580	529	40	15	94.283531	099
5	1	10	1	13	8	654	529	39	15	91.811882	110
5	1	10	1	13	9	727	529	39	15	95.407272	120
5	1	10	1	13	10	800	529	39	15	96.101967	132
5	1	10	1	13	11	873	529	39	15	94.699188	152
5	1	10	1	13	12	946	529	39	15	95.543274	166
5	1	10	1	13	13	1019	529	39	15	81.883141	1.82
5	1	10	1	13	14	1092	529	39	15	93.703888	187
5	1	10	1	13	15	1164	529	40	15	95.594437	206
5	1	10	1	13	16	1237	529	37	15	93.341782	211
5	1	10	1	13	17	1310	529	40	15	95.175926	210
5	1	10	1	13	18	1383	529	40	15	95.307228	213
5	1	10	1	13	19	1456	529	40	15	95.653961	216
5	1	10	1	13	20	1529	529	40	15	93.451675	224
5	1	10	1	13	21	1602	529	40	15	93.451675	242
4	1	10	1	14	0	142	555	1500	15	-1	
5	1	10	1	14	1	142	555	40	15	79.589943	6.00
5	1	10	1	14	2	215	555	40	15	95.480408	002
5	1	10	1	14	3	289	555	39	15	95.803299	120
5	1	10	1	14	4	361	555	37	15	93.956535	091
5	1	10	1	14	5	435	555	39	15	95.565384	102
5	1	10	1	14	6	508	555	36	15	93.377243	161
5	1	10	1	14	7	581	555	39	15	95.189796	196
5	1	10	1	14	8	653	555	40	15	93.790581	212
5	1	10	1	14	9	726	555	40	15	93.790581	217
5	1	10	1	14	10	799	555	40	15	90.483452	229
5	1	10	1	14	11	872	555	40	15	94.508926	257
5	1	10	1	14	12	945	555	40	15	95.625267	278
5	1	10	1	14	13	1018	555	40	15	93.137344	288
5	1	10	1	14	14	1091	555	40	15	93.870560	296
5	1	10	1	14	15	1164	555	40	15	95.123230	283
5	1	10	1	14	16	1237	555	40	15	93.543304	294
5	1	10	1	14	17	1310	555	40	15	94.781509	298
5	1	10	1	14	18	1383	555	40	15	93.921158	312
5	1	10	1	14	19	1456	555	37	15	88.508362	311
5	1	10	1	14	20	1529	555	40	15	93.294830	315
5	1	10	1	14	21	1602	555	40	15	73.313324	317
4	1	10	1	15	0	142	581	1500	15	-1	
5	1	10	1	15	1	142	581	40	15	94.911278	500
5	1	10	1	15	2	215	581	40	15	95.218010	055
5	1	10	1	15	3	288	581	40	15	93.149811	537
5	1	10	1	15	4	361	581	40	15	85.401703	295
5	1	10	1	15	5	434	581	40	15	94.756050	293
5	1	10	1	15	6	507	581	40	15	95.635773	375
5	1	10	1	15	7	580	581	40	15	93.472504	399
5	1	10	1	15	8	653	581	40	15	94.511505	375
5	1	10	1	15	9	726	581	40	15	92.463211	386
5	1	10	1	15	10	799	581	40	15	95.268921	406
5	1	10	1	15	11	872	581	40	15	93.550026	403
5	1	10	1	15	12	945	581	40	15	94.719246	420
5	1	10	1	15	13	1018	581	40	15	95.051376	435
5	1	10	1	15	14	1091	581	40	15	95.051376	432
5	1	10	1	15	15	1164	581	40	15	92.495468	429
5	1	10	1	15	16	1237	581	40	15	95.478683	447
5	1	10	1	15	17	1310	581	37	15	95.497803	421
5	1	10	1	15	18	1383	581	40	15	95.497803	437
5	1	10	1	15	19	1456	581	40	15	95.212814	428
5	1	10	1	15	20	1529	581	40	15	93.365440	434
5	1	10	1	15	21	1602	581	40	15	94.668610	457
4	1	10	1	16	0	141	607	1498	15	-1	
5	1	10	1	16	1	141	607	41	15	83.663986	400
5	1	10	1	16	2	215	607	40	15	93.855042	819
5	1	10	1	16	3	277	607	51	15	95.351631	1579
5	1	10	1	16	4	361	607	40	15	89.646248	797
5	1	10	1	16	5	434	607	40	15	82.973045	693
5	1	10	1	16	6	507	607	40	15	94.609535	762
5	1	10	1	16	7	580	607	40	15	94.327728	749
5	1	10	1	16	8	653	607	37	15	92.421890	701
5	1	10	1	16	9	726	607	40	15	96.369316	665
5	1	10	1	16	10	799	607	40	15	93.795486	677
5	1	10	1	16	11	872	607	40	15	91.867310	683
5	1	10	1	16	12	945	607	40	15	94.884453	68
5	1	10	1	16	13	1018	607	40	15	93.867104	682
5	1	10	1	16	14	1091	607	40	15	94.418213	678
5	1	10	1	16	15	1164	607	40	15	94.418213	670
5	1	10	1	16	16	1237	607	40	15	95.859047	642
5	1	10	1	16	17	1310	607	40	15	96.360062	650
5	1	10	1	16	18	1383	607	40	15	94.647324	625
5	1	10	1	16	19	1456	607	40	15	92.899841	619
5	1	10	1	16	20	1529	607	40	15	84.065086	629
5	1	10	1	16	21	1602	607	37	15	92.863510	6.31
4	1	10	1	17	0	142	633	1500	15	-1	
5	1	10	1	17	1	142	633	40	15	96.033806	3.00
5	1	10	1	17	2	203	633	52	15	96.033806	39.23
5	1	10	1	17	3	276	633	52	15	94.430946	32.03
5	1	10	1	17	4	350	633	51	15	90.856789	18.34
5	1	10	1	17	5	423	633	51	15	89.913055	1476
5	1	10	1	17	6	496	633	51	15	84.136879	1429
5	1	10	1	17	7	569	633	51	15	86.604393	13.52
5	1	10	1	17	8	642	633	51	15	78.242775	1232
5	1	10	1	17	9	715	633	51	15	93.051277	11.66
5	1	10	1	17	10	788	633	51	15	90.619179	1122
5	1	10	1	17	11	861	633	51	15	95.460571	11.06
5	1	10	1	17	12	934	633	51	15	93.378586	10.92
5	1	10	1	17	13	1007	633	48	15	95.174599	10.71
5	1	10	1	17	14	1080	633	51	15	92.199310	1043
5	1	10	1	17	15	1153	633	51	15	93.946976	1022
5	1	10	1	17	16	1237	633	37	15	88.076584	981
5	1	10	1	17	17	1310	633	37	15	74.494957	9.81
5	1	10	1	17	18	1383	633	40	15	86.062958	9.88
5	1	10	1	17	19	1456	633	40	15	94.266106	987
5	1	10	1	17	20	1529	633	40	15	70.030548	053
5	1	10	1	17	21	1602	633	40	15	73.485298	0952
4	1	10	1	18	0	142	659	1500	15	-1	
5	1	10	1	18	1	142	659	40	15	82.487183	2.00
5	1	10	1	18	2	203	659	52	15	96.549835	43.84
5	1	10	1	18	3	276	659	52	15	94.181450	32.50
5	1	10	1	18	4	349	659	52	15	96.311874	29.19
5	1	10	1	18	5	422	659	52	15	96.311874	2529
5	1	10	1	18	6	495	659	52	15	94.275108	23.38
5	1	10	1	18	7	568	659	52	15	91.034378	2143
5	1	10	1	18	8	641	659	52	15	95.556168	20.07
5	1	10	1	18	9	715	659	51	15	96.576576	19.04
5	1	10	1	18	10	788	659	48	15	94.850700	17.91
5	1	10	1	18	11	861	659	48	15	95.446167	17.41
5	1	10	1	18	12	934	659	51	15	95.446167	16.84
5	1	10	1	18	13	1007	659	51	15	96.681831	16.67
5	1	10	1	18	14	1080	659	51	15	96.692451	16.46
5	1	10	1	18	15	1153	659	51	15	96.022598	16.00
5	1	10	1	18	16	1226	659	51	15	90.600296	1567
5	1	10	1	18	17	1299	659	48	15	69.933220	15.41
5	1	10	1	18	18	1372	659	51	15	93.585419	1534
5	1	10	1	18	19	1445	659	51	15	96.532639	1522
5	1	10	1	18	20	1518	659	51	15	86.757660	1515
